,game,release,peak_players,total_reviews,rating
51500,One Dog Story,2017-04-28,367,97,75.67
51501,Omega Strike,2017-10-04,23,62,75.67
51502,Train Sim World® 2020,2017-03-16,1933,1565,75.65
51503,Roofbot,2017-02-17,4,1,75.64
51504,Echo Lake,2017-01-27,5,1,75.64
51505,Adelantado Trilogy. Book Two,2017-12-01,8,1,75.64
51506,Everything Must Fall,2017-05-25,3,1,75.64
51507,Doodle Jamboree,2017-09-26,4,1,75.64
51508,Aerofly FS 2 Flight Simulator,2017-11-20,109,419,75.63
51509,Chroma Blast,2017-07-07,56,47,75.62
51510,SturmFront - The Mutant War: Übel Edition,2017-08-11,24,6,75.62
51511,Return to Zork,2017-04-18,11,6,75.62
51512,Fearful Symmetry & The Cursed Prince,2017-12-12,6,6,75.62
51513,Prehistorik 2,2017-11-28,7,6,75.62
51514,Sorry  James,2017-11-10,191,158,75.59
51515,illie,2017-11-06,9,20,75.59
51516,Yi and the Thousand Moons,2017-11-24,2,31,75.57
51517,Viaerium,2017-10-24,3,22,75.57
51518,88 Heroes,2017-03-24,16,11,75.56
51519,侠客风云传前传(Tale of Wuxia:The Pre-Sequel),2017-08-15,510,527,75.55
51520,Disassembly 3D,2017-12-01,38,52,75.55
51521,Onirim - Solitaire Card Game,2017-07-26,33,37,75.53
51522,Black Jewel,2017-12-01,4,16,75.53
51523,Libra of the Vampire Princess,2017-06-20,53,5,75.53
51524,Google Spotlight Stories: Special Delivery,2017-12-14,21,5,75.53
51525,Sumoman,2017-03-28,28,107,75.51
51526,Just Cause™ 3: Multiplayer Mod,2017-07-20,602,549,75.5
51527,Halcyon 6: Lightspeed Edition,2017-08-10,420,155,75.49
51528,Dark Angels: Masquerade of Shadows,2017-02-02,26,40,75.48
51529,MX Nitro: Unleashed,2017-02-14,35,19,75.47
51530,Jettomero,2017-09-15,7,19,75.47
51531,Super Dungeon Boy,2017-11-29,16,38,75.46
51532,Dimension Drive,2017-12-07,134,13,75.46
51533,Battle Summoners,2017-05-23,8,4,75.46
51534,OK Bob,2017-03-31,6,2,75.44
51535,The Hero Unmasked!,2017-07-27,35,2,75.44
51536,Boss 101,2017-11-02,28,10,75.43
51537,Leashed Soul,2017-07-31,106,3,75.41
51538,Wars Across The World,2017-05-04,22,31,75.39
51539,Detective Butler: Maiden Voyage Murder,2017-05-26,31,44,75.38
51540,Airport Madness 3D: Volume 2,2017-11-28,38,30,75.38
51541,Impossiball,2017-08-08,203,8,75.37
51542,Animals Memory,2017-12-20,5,8,75.37
51543,Lionheart: Legacy of the Crusader,2017-03-15,18,17,75.36
51544,Sponchies,2017-09-27,3557,6,75.36
51545,Air Missions: HIND,2017-06-14,39,113,75.35
51546,Ancient Rus,2017-04-27,27,27,75.35
51547,Red Death,2017-03-23,2921,18,75.35
51548,Galaxy Admirals,2017-01-17,752,41,75.34
51549,Post Human W.A.R,2017-12-14,66,19,75.34
51550,Reflection of Mine,2017-02-24,177,39,75.31
51551,Stars in Shadow,2017-01-19,470,149,75.29
51552,ClickRaid,2017-10-21,564,55,75.29
51553,Ninja Stealth 3,2017-12-06,924,68,75.28
51554,Outcast - Second Contact,2017-11-14,247,157,75.26
51555,Jump Gunners,2017-11-14,5,5,75.24
51556,Parallyzed,2017-04-19,272,7,75.23
51557,The Wolf's Bite,2017-08-28,10,7,75.23
51558,Text Wormhole,2017-11-02,6,7,75.23
51559,Behold the Kickmen,2017-07-20,104,94,75.18
51560,Cybermotion,2017-07-28,22,11,75.18
51561,The Secret Order 5: The Buried Kingdom,2017-04-06,40,34,75.15
51562,ProjectM : Dream,2017-09-05,12,12,75.14
51563,Head Goal: Soccer Online,2017-08-18,3261,147,75.13
51564,Sudden Strike 4,2017-08-11,2476,1612,75.12
51565,Flairtender,2017-11-17,7,4,75.12
51566,Rescue Team 4,2017-09-27,12,4,75.12
51567,Corroded,2017-04-26,683,14,75.1
51568,Dark Blood Chronicles,2017-11-23,4,1,75.1
51569,Dawn of a Soul,2017-10-02,3,1,75.1
51570,Imperil,2017-11-01,4,1,75.1
51571,BAPTISM,2017-11-30,1,1,75.1
51572,Manipulated,2017-03-28,8,6,75.09
51573,TankBlitz,2017-04-21,35,6,75.09
51574,Super Samurai Rampage,2017-08-01,7,6,75.09
51575,Microgons,2017-03-27,414,9,75.07
51576,Botlike - a robot's rampage,2017-09-14,14,9,75.07
51577,Raw Data,2017-10-05,414,541,75.05
51578,Black The Fall,2017-07-11,302,344,75.05
51579,ReThink,2017-03-09,100,49,75.05
51580,Anarchy Online,2017-02-22,23,42,75.05
51581,Clad in Iron: Philippines 1898,2017-11-14,3,3,75.03
51582,Die drei ??? - Geheimnis der Schattenhelden,2017-12-13,13,3,75.03
51583,绝境幸存者 Escape Zombie Land,2017-12-20,8,3,75.03
51584,古剑奇谭二(GuJian2),2017-09-08,563,553,75.01
51585,Stardrift Nomads,2017-04-07,20,0,75.0
51586,Wanderer of Teandria,2017-09-27,40,0,75.0
51587,World In Danger,2017-02-09,212,0,75.0
51588,Hyper Void,2017-10-09,2,0,75.0
51589,Ascender,2017-03-17,108,0,75.0
51590,Silver Island,2017-03-29,2,0,75.0
51591,Anomie,2017-08-22,4,0,75.0
51592,Red Bull Doodle Art - Global VR Gallery,2017-07-01,6,0,75.0
51593,Project MALLOW,2017-07-18,3,0,75.0
51594,Fantasy Mosaics 15: Ancient Land,2017-07-03,7,0,75.0
51595,Exatron Quest ,2017-07-20,3,0,75.0
51596,Otherworld: Shades of Fall Collector's Edition,2017-09-21,3,0,75.0
51597,GOLDRUSHERS,2017-09-09,2,0,75.0
51598,De Mambo,2017-10-17,3,0,75.0
51599,AWS Argentina Wingshooting Simulator,2017-11-08,2,0,75.0
51600,LOGistICAL: USA - New York,2017-10-25,10,0,75.0
51601,FISK,2017-12-22,3,0,75.0
51602,Born Tubi Wild,2017-12-11,1,0,75.0
51603,Snowflake's Chance,2017-03-16,12,2,74.99
51604,A Butterfly in the District of Dreams,2017-05-12,9,2,74.99
51605,Big Hit VR Baseball,2017-05-02,5,2,74.99
51606,Bit Bullet,2017-11-06,3,2,74.99
51607,MegaRace 2,2017-11-10,2,2,74.99
51608,I Can See the Future,2017-10-12,7,11,74.98
51609,Nudist Beach Survival Simulator,2017-09-28,4,7,74.98
51610,One Eyed Kutkh,2017-03-30,524,22,74.97
51611,Deadly Hunter VR,2017-06-20,23,51,74.96
51612,Chasing Styx,2017-03-31,11,12,74.96
51613,Block Survival: Legend of the Lost Islands,2017-07-14,14,12,74.96
51614,Regalia: Of Men and Monarchs,2017-05-18,294,106,74.93
51615,Gunman Taco Truck,2017-01-28,19,43,74.92
51616,Brave Furries,2017-03-14,807,15,74.92
51617,BUCK: Saturday Morning Cartoon Apocalypse,2017-03-18,8,8,74.9
51618,WRC 7,2017-09-15,1034,1225,74.88
51619,LOGistICAL,2017-02-15,67,41,74.88
51620,Just In Time Incorporated,2017-07-27,21,41,74.88
51621,Drunk or Dead,2017-01-10,5,9,74.85
51622,Bouncy Bob,2017-10-24,7,9,74.85
51623,Nine Parchments,2017-12-05,594,866,74.81
51624,BAJA: Edge of Control HD,2017-09-14,30,70,74.81
51625,MONITOR: The Game,2017-09-15,25,10,74.81
51626,Taiko Risshiden,2017-04-18,20,6,74.8
51627,Vidar,2017-06-15,15,4,74.78
51628,Gray Skies  Dark Waters,2017-06-09,4,4,74.78
51629,Refract,2017-07-07,7,4,74.78
51630,Google Spotlight Stories: Son of Jaguar,2017-10-30,11,16,74.77
51631,EvilMorph,2017-02-03,604,14,74.76
51632,Mysterium,2017-01-12,470,161,74.75
51633,鸿源战纪 - Tales of Hongyuan,2017-09-01,303,96,74.74
51634,Sparc,2017-11-16,119,88,74.74
51635,Vampires!,2017-10-06,17,32,74.74
51636,Rosenkreuzstilette,2017-02-03,29,71,74.73
51637,Happy Drummer VR,2017-01-25,8,7,74.71
51638,Mouse Playhouse,2017-03-31,9,7,74.71
51639,Flix and Chill 2: Millennials,2017-07-18,68,7,74.71
51640,Doodle Devil,2017-05-25,977,26,74.69
51641,My Coloring Book: Food and Beverage,2017-12-21,8,19,74.66
51642,The Ranger: Lost Tribe,2017-08-01,608,72,74.65
51643,Peregrin,2017-08-08,13,59,74.65
51644,King of the Couch: Zoovival,2017-11-21,97,52,74.65
51645,ATOMEGA,2017-09-19,180,309,74.64
51646,Relik,2017-10-18,42,32,74.64
51647,Alphabear: Hardcover Edition,2017-08-23,120,18,74.64
51648,Swarm Universe,2017-03-30,16,3,74.63
51649,Awaken,2017-01-26,9,3,74.63
51650,Magic Lantern,2017-01-30,255,3,74.63
51651,Voxel Shot VR,2017-05-19,4,3,74.63
51652,HEIANKYO ALIEN / 平安京エイリアン,2017-10-13,13,3,74.63
51653,VR Dungeon Knight,2017-04-24,67,297,74.62
51654,Pixel Sand,2017-04-20,9,9,74.62
51655,Shooty Squad,2017-08-17,11,9,74.62
51656,Feral Fury,2017-04-02,1026,23,74.61
51657,A Timely Intervention,2017-03-24,980,5,74.61
51658,Pale Spectrum - Part Two of the Book of Gray Magic,2017-09-28,21,5,74.61
51659,Kautic - The Bald Wizard,2017-03-03,507,5,74.61
51660,Metropolis: Lux Obscura,2017-10-11,53,88,74.6
51661,Lucid Trips,2017-01-12,18,13,74.58
51662,Gigantic,2017-07-19,8303,1764,74.55
51663,The Ultimatest Battle,2017-09-12,313,108,74.53
51664,Weebish Mines,2017-04-21,3,1,74.53
51665,Knightfall,2017-09-04,5,1,74.53
51666,Intrusion Protocol,2017-07-20,6,1,74.53
51667,On Earth As It Is In Heaven - A Kinetic Novel,2017-11-28,3,1,74.53
51668,Symploké: La Leyenda de Gustavo Bueno (Capítulo 2),2017-12-22,1401,1,74.53
51669,DevWill,2017-10-12,3,1,74.53
51670,Christmas Puzzle 2,2017-12-01,5,1,74.53
51671,Criminal Girls: Invite Only,2017-01-11,228,116,74.52
51672,PSYCHO-PASS: Mandatory Happiness,2017-04-24,55,28,74.52
51673,Epic Little War Game,2017-05-31,14,6,74.51
51674,Rescue Quest Gold,2017-06-05,12,6,74.51
51675,Gnomes Garden New Home,2017-12-14,11,6,74.51
51676,Oure,2017-11-15,9,6,74.51
51677,Boom Box Blue!,2017-12-11,3,6,74.51
51678,Operator Overload,2017-09-28,10,2,74.51
51679,Crimson Trigger,2017-01-30,6,2,74.51
51680,Color Jumper,2017-11-01,30,2,74.51
51681,SMASHING THE BATTLE VR,2017-06-16,7,2,74.51
51682,Ancient Amuletor VR,2017-12-20,15,2,74.51
51683,ARRAYNIUM,2017-10-12,2,2,74.51
51684,Operation Sheep Defense,2017-08-02,5,2,74.51
51685,Not Dying Today,2017-01-13,43,46,74.48
51686,Bombernauts,2017-12-29,117,33,74.48
51687,Fictorum,2017-08-09,453,232,74.47
51688,Nancy Drew: The Final Scene,2017-04-18,25,17,74.47
51689,Lode Runner Legacy,2017-07-13,25,26,74.46
51690,Fumiko!,2017-02-13,288,16,74.44
51691,Lost Dimension,2017-10-30,82,37,74.43
51692,The Chronicles of Dragon Wing - Reborn,2017-08-15,161,42,74.42
51693,Dreamstones,2017-11-09,22,15,74.42
51694,Transport Defender,2017-09-11,1125,82,74.41
51695,All You Can Eat,2017-07-13,13,71,74.41
51696,Gods of the Fallen Land,2017-07-31,70,20,74.4
51697,Bare Metal,2017-12-01,31,14,74.4
51698,Tiles,2017-03-20,5,8,74.4
51699,Aesthetic Melody,2017-04-18,104,9,74.38
51700,Seven: Enhanced Edition,2017-12-01,443,352,74.37
51701,BULLET SOUL,2017-04-07,27,10,74.37
51702,Oafmatch,2017-05-19,91,10,74.37
51703,Blind Men,2017-07-25,8,10,74.37
51704,Civil War: Battle of Petersburg,2017-02-09,2441,35,74.36
51705,Star Trek: Bridge Crew,2017-05-30,883,681,74.35
51706,Just Ignore Them,2017-04-28,495,127,74.34
51707,Ultimate Epic Battle Simulator,2017-06-01,10326,2789,74.32
51708,Party Panic,2017-08-07,388,691,74.32
51709,Let`s not stay friends,2017-11-29,70,56,74.31
51710,Breaking Fast,2017-06-08,75,5,74.28
51711,Bionic Battle Mutants,2017-10-24,7,5,74.28
51712,Ben The Exorcist,2017-07-07,7,5,74.28
51713,Hex,2017-11-06,3,5,74.28
51714,SpellForce 3 Reforced,2017-12-07,8932,1623,74.27
51715,MotoGP™17,2017-06-15,429,110,74.27
51716,Nancy Drew: Treasure in the Royal Tower,2017-05-22,26,27,74.26
51717,Embers of Magic,2017-04-06,23,15,74.25
51718,Mob Rule Classic,2017-03-31,236,39,74.23
51719,Fields XY,2017-04-07,1616,6,74.2
51720,Kokoda VR,2017-10-31,80,6,74.2
51721,Uncharted Waters,2017-04-18,18,3,74.2
51722,SUPERHYPERCUBE,2017-11-07,5,3,74.2
51723,A Tale of Two Kingdoms,2017-10-31,9,3,74.2
51724,Equivoque,2017-06-27,2,3,74.2
51725,Dark Romance: Vampire in Love Collector's Edition,2017-10-11,6,3,74.2
51726,Mare Nostrvm,2017-11-02,13,3,74.2
51727,When It Hits the Fan,2017-09-19,3,0,74.19
51728,Outskirts,2017-09-20,4,0,74.19
51729,Theatre of Doom,2017-04-19,50,0,74.19
51730,Mayan Prophecies: Ship of Spirits Collector's Edition,2017-01-06,3,0,74.19
51731,Paranormal Pursuit: The Gifted One Collector's Edition,2017-01-10,4,0,74.19
51732,Idioctopus,2017-02-10,3,0,74.19
51733,Island Tribe 4,2017-12-01,7,0,74.19
51734,Shadow Wolf Mysteries: Curse of the Full Moon Collector's Edition,2017-04-28,3,0,74.19
51735,Tilted Mind,2017-06-09,2,0,74.19
51736,Maestro: Music of Death Collector's Edition,2017-06-07,4,0,74.19
51737,Super Flipside,2017-07-18,4,0,74.19
51738,Fantasy Mosaics 17: New Palette,2017-07-17,7,0,74.19
51739,Diving Trunks,2017-06-21,2,0,74.19
51740,Blind Witch -Peek Window-,2017-08-08,4,0,74.19
51741,Dungeon Manager ZV: Resurrection,2017-08-16,19,0,74.19
51742,Jobous the alien R,2017-09-02,2,0,74.19
51743,Hex: Origins,2017-09-23,4,0,74.19
51744,Dungeoneer,2017-12-12,1,0,74.19
51745,La Aventura De Axel,2017-10-20,3,0,74.19
51746,Cadenza: The Kiss of Death Collector's Edition,2017-12-15,4,0,74.19
51747,Drifting Lands,2017-06-05,156,52,74.17
51748,The Fidelio Incident,2017-05-23,33,183,74.16
51749,forma.8,2017-02-23,33,7,74.16
51750,SYNCH,2017-04-11,5,7,74.16
51751,Plank not included,2017-02-28,13,7,74.16
51752,Trigonometry,2017-11-24,3,7,74.16
51753,Lamp Head,2017-06-01,1981,89,74.14
51754,Throne of Lies®: Medieval Politics,2017-09-29,1381,639,74.13
51755,Black Desert,2017-05-24,60395,16677,74.11
51756,Escape: VR,2017-04-12,1273,31,74.1
51757,MadOut2 BigCityOnline,2017-02-22,432,1033,74.08
51758,Grab the Bottle,2017-05-22,777,19,74.07
51759,Golf for Workgroups,2017-04-07,24,15,74.07
51760,Chromadrome 2,2017-05-04,3,4,74.03
51761,Embers of Mirrim,2017-05-23,8,4,74.03
51762,The Eagle's Heir,2017-03-30,52,4,74.03
51763,VR Slugger,2017-06-08,4,4,74.03
51764,Disparity,2017-10-05,4,4,74.03
51765,Wild Romance: Mofu Mofu Edition,2017-11-20,40,36,74.02
51766,HEADLINER,2017-10-03,44,185,74.0
51767,Alone With You,2017-02-09,19,13,74.0
51768,Magi,2017-01-17,5,2,74.0
51769,Northern Tale 4,2017-11-16,12,2,74.0
51770,Nighthaw-X3000,2017-04-14,13,2,74.0
51771,Canvas Quest,2017-07-16,3,2,74.0
51772,Cutthroat Gunboat,2017-08-11,7,2,74.0
51773,BackSlash,2017-08-31,7,2,74.0
51774,Choice of the Cat,2017-09-28,21,2,74.0
51775,Lost Grimoires 2: Shard of Mystery,2017-03-09,53,33,73.98
51776,RunningDead,2017-03-03,98,17,73.98
51777,Mainlining,2017-01-26,53,66,73.97
51778,The First Tree,2017-09-14,601,1228,73.93
51779,A Bloody Night,2017-06-23,71,16,73.93
51780,Puzzle Chambers,2017-12-01,11,16,73.93
51781,Tiny Troopers 2: Special Ops,2017-05-31,7,11,73.93
51782,Rush to Adventure,2017-09-11,4,5,73.93
51783,A Small Robot Story,2017-12-20,2,5,73.93
51784,Skyworld,2017-10-17,55,51,73.92
51785,Rogue Trooper Redux,2017-10-17,69,66,73.91
51786,Surfasaurus,2017-03-16,928,1,73.89
51787,The Overdreamer,2017-07-17,35,1,73.89
51788,CompliKATed,2017-10-04,3,1,73.89
51789,ESCAPE Room: Reality,2017-06-21,4,1,73.89
51790,Vintage Hero,2017-08-04,2,1,73.89
51791,Awakening: The Goblin Kingdom Collector's Edition,2017-09-07,5,1,73.89
51792,Mari and the Black Tower,2017-10-03,3,1,73.89
51793,Pimiko Plus,2017-12-14,3,1,73.89
51794,Christmas Puzzle 3,2017-12-15,8,1,73.89
51795,XXZ: XXL,2017-09-30,37,39,73.88
51796,Keep Defending,2017-06-19,5,9,73.88
51797,JetmanGo,2017-09-29,13,35,73.87
51798,Bakery,2017-11-22,61,21,73.87
51799,Bottom of the 9th,2017-10-11,102,8,73.87
51800,Fix Me Fix You,2017-03-08,938,7,73.87
51801,Chaos Town,2017-05-29,4840,7,73.87
51802,Team Four Star RPG,2017-11-08,77,14,73.84
51803,LogicBots,2017-02-08,56,34,73.82
51804,Cart Racer,2017-06-05,778,190,73.8
51805,OVERTURN,2017-10-17,13,13,73.8
51806,HYPERNOVA: Escape from Hadea,2017-09-06,55,13,73.8
51807,Ballistic Overkill,2017-03-28,1091,1740,73.77
51808,Yooka-Laylee,2017-04-11,6508,1160,73.75
51809,Galactic Gallery,2017-12-05,7,3,73.75
51810,The Superlatives: Aetherfall,2017-10-19,41,3,73.75
51811,The Surge,2017-05-15,5978,2173,73.74
51812,The Initial,2017-07-18,264,448,73.73
51813,Once Upon an All Hallow's Eve,2017-01-19,9,30,73.72
51814,Echoes of the Fey Episode 0: The Immolation,2017-02-07,54,11,73.71
51815,Space Live - Advent of the Net Idols,2017-09-29,9,10,73.66
51816,Tangrams Deluxe,2017-08-09,8,10,73.66
51817,Harvest Moon: Light of Hope,2017-11-14,556,245,73.65
51818,Disc Jam,2017-03-07,1374,367,73.64
51819,VectorWave,2017-11-17,33,4,73.63
51820,Son of Scoregasm,2017-11-29,73,4,73.63
51821,Chronicles of cyberpunk,2017-12-07,3,4,73.63
51822,Romance of the Three Kingdoms V with Power Up Kit,2017-04-18,53,13,73.59
51823,Zzzz-Zzzz-Zzzz,2017-06-05,1609,47,73.58
51824,Dragon Climax,2017-12-18,985,7,73.57
51825,Last Hours Of Jack,2017-05-04,26,5,73.57
51826,Restoration,2017-08-18,10,5,73.57
51827,Burgle Bros,2017-11-29,11,5,73.57
51828,Alien Insanity,2017-03-17,5,6,73.56
51829,Riders of Asgard,2017-03-31,20,2,73.45
51830,DragoDino,2017-06-20,5,2,73.45
51831,Travel Riddles: Trip To India,2017-03-11,9,2,73.45
51832,GoBlock's Impossible Medley,2017-04-15,377,2,73.45
51833,Der einzig wahre Auserwählte,2017-08-02,6,2,73.45
51834,Travel Riddles: Trip To France,2017-07-16,7,2,73.45
51835,拼词游戏 2017,2017-11-30,2,2,73.45
51836,Warspear Online,2017-11-02,704,538,73.43
51837,Guns of Icarus Alliance,2017-03-31,2142,322,73.42
51838,Achievement Lurker: Dad Jokes,2017-12-26,16,27,73.42
51839,Comedy Night,2017-08-24,1122,2027,73.37
51840,Cybercube,2017-10-10,46,40,73.37
51841,GET EVEN,2017-06-20,473,371,73.35
51842,Animation Throwdown: The Quest for Cards,2017-05-05,1380,835,73.33
51843,Six Days of Snow,2017-12-29,34,72,73.33
51844,Marshmallow Melee,2017-10-06,16,15,73.32
51845,Life of a Wizard,2017-03-17,28,12,73.31
51846,Symploké: La Leyenda de Gustavo Bueno ,2017-09-30,10,12,73.31
51847,Live,2017-10-12,2,8,73.3
51848,Lost Grimoires 3: The Forgotten Well,2017-12-14,20,32,73.28
51849,River City Ransom: Underground,2017-02-28,1659,568,73.27
51850,Songbringer,2017-09-01,99,53,73.27
51851,A-Train PC Classic,2017-06-09,311,21,73.27
51852,Nevrosa: Escape,2017-12-22,10,21,73.27
51853,Dimension Hunter VR,2017-09-25,13,19,73.27
51854,Baezult 2,2017-02-06,4,3,73.27
51855,No Stick Shooter,2017-05-17,67,3,73.27
51856,PowBall Renaissance,2017-08-01,4,3,73.27
51857,Bad School Boy,2017-12-14,10,3,73.27
51858,Home Wars,2017-06-13,244,196,73.26
51859,Paladin,2017-03-21,2,0,73.26
51860,Rotation Phonology: Break,2017-01-13,8,0,73.26
51861,Journey: Benjamin's Adventures,2017-02-22,2,0,73.26
51862,War of Castle VR,2017-03-14,8,0,73.26
51863,JETBROS,2017-07-14,5,0,73.26
51864,Gnomelings: Migration,2017-06-12,3,0,73.26
51865,People Eater,2017-07-25,5,0,73.26
51866,Microcosm,2017-06-02,3,0,73.26
51867,Slime-san: Blackbird's Kraken,2017-07-20,4,0,73.26
51868,Geneticognito,2017-07-20,2,0,73.26
51869,Medieval Mystery Match,2017-08-01,5,0,73.26
51870,Quantum Wizard,2017-10-03,6,0,73.26
51871,Ether Awakening,2017-07-03,4,0,73.26
51872,Dragon Drop,2017-11-09,4,0,73.26
51873,An Occasional Dream,2017-09-06,5,0,73.26
51874,Galaxy Annihilation,2017-07-28,3,0,73.26
51875,Infinity Fall,2017-08-30,2,0,73.26
51876,Charpi,2017-08-31,2,0,73.26
51877,FROG X BIRD,2017-11-21,3,0,73.26
51878,Champions of Aerial,2017-11-21,4,0,73.26
51879,Number World Adventure,2017-09-22,2,0,73.26
51880,Reginald Does His Thang,2017-12-06,3,0,73.26
51881,Bit Storm VR: First Loop,2017-10-18,2,0,73.26
51882,Command: Shifting Sands,2017-10-24,12,0,73.26
51883,Funball Games VR,2017-10-31,2,0,73.26
51884,Tooki,2017-12-16,2,0,73.26
51885,Offensive Dimensions,2017-11-24,1,0,73.26
51886,League of Light: Silent Mountain Collector's Edition,2017-12-06,3,0,73.26
51887,NARUTO: Ultimate Ninja STORM,2017-08-25,550,1268,73.25
51888,Shardbound,2017-04-06,751,286,73.25
51889,Rat Simulator,2017-07-27,27,38,73.25
51890,救う(SHE SAVE),2017-07-14,17,7,73.25
51891,Pinewood Island,2017-10-10,5,7,73.25
51892,GravNewton,2017-07-26,532,83,73.24
51893,inVokeR,2017-07-20,126,11,73.24
51894,Entwined: Strings of Deception,2017-06-22,9,6,73.21
51895,Swim Out,2017-09-14,4,6,73.21
51896,Ben 10,2017-11-15,20,64,73.2
51897,Final Bravely,2017-01-05,910,4,73.2
51898,Kygo 'Carry Me' VR Experience,2017-02-02,5,4,73.2
51899,Myrne: The Quest,2017-06-01,22,4,73.2
51900,Where Are My Friends?,2017-10-10,3,4,73.2
51901,Alpha Locus VR,2017-11-27,14,4,73.2
51902,AFFECTED: The Manor - The Complete Edition,2017-10-03,36,34,73.19
51903,Pinball Evolution: The Summoning,2017-04-29,4,5,73.19
51904,Glider Island,2017-04-28,9,5,73.19
51905,Lazer Cops,2017-06-15,37,1,73.19
51906,Watchlist,2017-07-06,3,1,73.19
51907,Ophidian,2017-09-15,3,1,73.19
51908,Maybot Run,2017-10-19,3,1,73.19
51909,Left&Right,2017-10-19,2,1,73.19
51910,Eador. Imperium,2017-01-27,238,282,73.18
51911,Blue Effect VR,2017-02-09,13,27,73.16
51912,Pixel Worlds,2017-06-09,1404,1362,73.13
51913,Nihilist Simulator,2017-12-11,2997,15,73.13
51914,ELEX,2017-10-17,22969,4555,73.12
51915,Lucky Night: Texas Hold'em VR,2017-07-26,28,36,73.12
51916,ANIMALITY,2017-02-02,1314,177,73.09
51917,Shadows 2: Perfidia,2017-03-24,4821,54,73.09
51918,Locomancer,2017-03-01,136,12,73.08
51919,Ropes And Dragons VR,2017-04-21,910,9,73.08
51920,Swords and Sandals 2 Redux,2017-06-29,52,99,73.06
51921,Nancy Drew: Message in a Haunted Mansion,2017-05-01,32,29,73.06
51922,Ruin of the Reckless,2017-04-26,65,14,73.04
51923,The Initiate,2017-08-01,27,42,73.03
51924,SpiritSphere,2017-01-23,29,8,73.0
51925,ARENA GODS,2017-10-16,8,23,72.98
51926,Dresden Files Cooperative Card Game,2017-10-30,27,21,72.95
51927,Greedy Guns,2017-09-01,14,15,72.93
51928,Dead Drop,2017-04-21,536,15,72.93
51929,Battlezone,2017-05-11,61,83,72.92
51930,SOLITUNE,2017-04-25,853,24,72.92
51931,Gelu,2017-07-11,25,24,72.92
51932,Hollowed,2017-11-02,29,30,72.9
51933,Reach Me,2017-12-07,4,10,72.9
51934,Steam: Rails to Riches,2017-03-25,37,20,72.86
51935,Super Amazeballs,2017-05-16,4,6,72.86
51936,WESTSLINGERS,2017-08-21,14,6,72.86
51937,Legendary Mahjong,2017-10-25,10,6,72.86
51938,Mind OVR Matter,2017-05-22,5,2,72.86
51939,Northern Tale 2,2017-12-01,12,2,72.86
51940,HIKIBYOU2,2017-01-30,108,2,72.86
51941,Link Twin,2017-04-13,3,2,72.86
51942,The Royal Cosmonautical Society,2017-08-10,3,2,72.86
51943,Secrets of Magic 2: Witches and Wizards,2017-10-27,5,2,72.86
51944,Plox Neon,2017-12-19,5,2,72.86
51945,Rocket Blasters,2017-12-06,2,2,72.86
51946,The Elder Scrolls: Legends,2017-05-31,8873,2641,72.84
51947,Stitched HD,2017-10-30,10,18,72.84
51948,Save Their Souls,2017-04-11,708,12,72.84
51949,ONRAID,2017-04-18,1037,442,72.83
51950,NEONomicon,2017-06-01,567,23,72.83
51951,Dynasty Feud,2017-05-23,22,16,72.83
51952,World to the West,2017-05-05,263,82,72.82
51953,Iron Armada,2017-12-30,62,32,72.82
51954,Rival Rampage,2017-11-07,380,9,72.8
51955,2Dark,2017-03-10,110,137,72.79
51956,Civil War: Gettysburg,2017-08-25,9,5,72.79
51957,Strangers of the Power,2017-08-17,4,5,72.79
51958,Face It - A game to fight inner demons,2017-06-09,2594,295,72.76
51959,Tears of a Dragon,2017-07-07,1490,3,72.76
51960,Batter Up! VR,2017-07-17,5,3,72.76
51961,Chromatic,2017-07-17,15,3,72.76
51962,2V Hoverbike,2017-07-07,4,3,72.76
51963,Band of Outlaws,2017-08-22,2,3,72.76
51964,Sneaky Bears,2017-10-17,6,3,72.76
51965,Prehistorik,2017-11-17,4,3,72.76
51966,Mass Exodus Redux,2017-05-04,26,62,72.75
51967,Loops of Zen,2017-08-10,22,4,72.75
51968,Foxfolk,2017-08-08,3,4,72.75
51969,Draw Souls,2017-09-08,6,4,72.75
51970,Elevator... to the Moon!,2017-11-29,7,4,72.75
51971,Chronicle of Innsmouth,2017-05-05,44,40,72.7
51972,Battle of Red Cliffs VR,2017-11-02,5,8,72.7
51973,Steel Division: Normandy 44,2017-05-23,4678,1512,72.69
51974,Aztez,2017-08-01,31,36,72.69
51975,DreadEye VR,2017-11-28,15,29,72.68
51976,SpaceShot,2017-09-20,23,48,72.63
51977,My Coloring Book: Animals,2017-10-11,7,16,72.63
51978,The Pirate: Plague of the Dead,2017-10-13,398,125,72.62
51979,Eddy Violet,2017-09-16,23,12,72.6
51980,Theseus,2017-10-26,4,12,72.6
51981,PARKAN: THE IMPERIAL CHRONICLES,2017-01-23,7,7,72.59
51982,Ball 2D: Soccer Online,2017-09-08,4560,85,72.58
51983,Evolution VR,2017-02-04,27,25,72.58
51984,Putrefaction 2: Void Walker,2017-05-29,7963,77,72.57
51985,Chicken Farm 2K17,2017-12-05,235,68,72.56
51986,UNO,2017-01-03,5639,11767,72.53
51987,2 Ninjas 1 Cup,2017-02-03,1003,57,72.52
51988,Distant Space 2,2017-11-02,40,30,72.52
51989,Uurnog Uurnlimited,2017-11-16,17,20,72.52
