,game,release,peak_players,total_reviews,rating
51990,Dear Esther: Landmark Edition,2017-02-14,2097,1373,72.51
51991,Aven Colony,2017-07-25,1738,573,72.49
51992,ZANGEKI WARP,2017-02-15,7,6,72.48
51993,Phantasma VR,2017-06-12,5,6,72.48
51994,Lethal Laser,2017-08-16,7,6,72.48
51995,Weable,2017-08-22,2416,62,72.47
51996,Naev,2017-07-17,62,36,72.47
51997,Machine Made: Rebirth,2017-10-10,2395,28,72.46
51998,Spacecats with Lasers : The Outerspace,2017-05-24,5,1,72.42
51999,SkyKeepers,2017-03-31,3,1,72.42
52000,TRESPASS - Episode 2,2017-02-17,5,1,72.42
52001,Dr. Doyle & The Mystery of the Cloche Hat,2017-04-27,3,1,72.42
52002,Gearend,2017-11-17,4,1,72.42
52003,Diesel Power,2017-03-03,4,1,72.42
52004,Super Pixel Smash,2017-01-25,7,1,72.42
52005,Just VR Slingshot Target Practice,2017-02-25,2,1,72.42
52006,Moonatees,2017-03-29,3,1,72.42
52007,Golden Panic,2017-06-21,6,1,72.42
52008,Bonny's Adventure,2017-04-26,2524,1,72.42
52009,Dark and Bright,2017-11-29,2,1,72.42
52010,RPS Runner,2017-07-05,4,1,72.42
52011,THE HOUCHI PLAY -THE 放置プレイ-,2017-07-31,7,1,72.42
52012,Space Waver,2017-09-07,3,1,72.42
52013,Secrets of Arcadia,2017-10-03,3,1,72.42
52014,BlockGame,2017-09-12,3,1,72.42
52015,Sweaty Palms,2017-11-06,7,1,72.42
52016,岚零之风 - Wind Horizon,2017-09-04,5,1,72.42
52017,Boot Hill Blaster,2017-11-09,1,1,72.42
52018,BROKE PROTOCOL: Online City RPG,2017-08-26,147854,740,72.38
52019,Mercury: Cascade into Madness,2017-08-10,499,8,72.38
52020,Chester One,2017-02-20,432,5,72.38
52021,Tales of the Tiny Planet,2017-08-03,14,5,72.38
52022,Elemental Combat,2017-11-17,5,5,72.38
52023,Tank Destroyer,2017-03-09,943,73,72.34
52024,Tiny Tales: Heart of the Forest,2017-07-20,39,43,72.34
52025,Forest Legends: The Call of Love Collector's Edition,2017-12-20,8,15,72.3
52026,Star Control I & II,2017-10-19,31,25,72.28
52027,Monumental Failure,2017-01-17,8,4,72.28
52028,VRemin,2017-02-06,629,4,72.28
52029,Tailwind,2017-07-28,5,4,72.28
52030,Burn It Down,2017-08-03,6,13,72.25
52031,Robot Heroes,2017-08-26,12,13,72.25
52032,Chess Ultra,2017-06-21,179,436,72.24
52033,Wooden Battles,2017-12-22,45,99,72.24
52034,Space Fuss,2017-02-28,1235,19,72.22
52035,Think To Die 3,2017-03-27,17,16,72.22
52036,Child of the Wind,2017-06-16,10,2,72.22
52037,Header Goal VR: Being Axel Rix,2017-08-16,3,2,72.22
52038,Ricky Raccoon,2017-05-23,5,2,72.22
52039,ERSATZ,2017-09-13,3,2,72.22
52040,Atomic Adam: Episode 1,2017-12-30,3,2,72.22
52041,222 Hearts,2017-10-20,4,11,72.21
52042,Home Run Solitaire,2017-10-18,6,3,72.21
52043,Runt of the Litter,2017-02-23,73,9,72.2
52044,Collision Course,2017-01-07,20,59,72.19
52045,Narcosis,2017-03-28,67,282,72.17
52046,Pixel Shopkeeper,2017-07-21,117,34,72.17
52047,Sticker Craft,2017-01-19,501,20,72.17
52048,Monsters and Medicine,2017-09-20,4,0,72.17
52049,Marty Thinks 4th Dimensionally,2017-09-27,16,0,72.17
52050,Ulama: Arena of the Gods,2017-03-29,2,0,72.17
52051,World Destroyers,2017-03-14,2,0,72.17
52052,GunHero,2017-04-18,32,0,72.17
52053,Paul Pixel - The Awakening,2017-01-09,2,0,72.17
52054,Dead Reckoning: Silvermoon Isle Collector's Edition,2017-02-03,4,0,72.17
52055,Off The Record: The Art of Deception Collector's Edition,2017-03-10,3,0,72.17
52056,Sketch! Run!,2017-03-31,2,0,72.17
52057,Crowd Smashers,2017-05-04,6,0,72.17
52058,Cosmic Kites,2017-09-07,2,0,72.17
52059,Bridge to Another World: Burnt Dreams Collector's Edition,2017-04-10,6,0,72.17
52060,Final Cut: Encore Collector's Edition,2017-04-14,3,0,72.17
52061,Raybeem,2017-10-02,2,0,72.17
52062,Break The Food Chain,2017-07-17,3,0,72.17
52063,Costumenaut,2017-09-22,2,0,72.17
52064,Glitchbuster,2017-11-21,3,0,72.17
52065,Shn!p,2017-07-14,2,0,72.17
52066,Jetball,2017-12-06,11,0,72.17
52067,Photon Rush,2017-07-06,4,0,72.17
52068,Kartofank VR,2017-10-12,3,0,72.17
52069,Destiny of a Wizard,2017-07-31,3,0,72.17
52070,Math Combat Challenge,2017-11-03,3,0,72.17
52071,Where the Money Is,2017-08-30,2,0,72.17
52072,ASSASSINATION STATION,2017-09-29,2,0,72.17
52073,Half Past Disaster,2017-10-13,3,0,72.17
52074,Phantom Warfare,2017-08-28,4,0,72.17
52075,Don't Explode,2017-10-15,2,0,72.17
52076,Going Astray,2017-10-10,2,0,72.17
52077,Another Rocket Game,2017-10-25,4,0,72.17
52078,Azada® : In Libro Collector's Edition,2017-11-08,3,0,72.17
52079,Tico,2017-11-21,4,0,72.17
52080,Metal Quest,2017-12-06,2,0,72.17
52081,Man of Honor,2017-12-07,2,0,72.17
52082,Souland,2017-12-30,3,0,72.17
52083,Rick and Morty: Virtual Rick-ality,2017-04-20,935,494,72.15
52084,Ambre - a heartbreaking kinetic novel,2017-06-09,35,146,72.14
52085,Heliborne Collection,2017-10-12,1349,947,72.13
52086,Pipes!,2017-12-21,1443,36,72.13
52087,SUPERHOT VR,2017-05-25,839,2311,72.12
52088,Frosty Nights,2017-12-08,124,46,72.11
52089,Flow:The Sliding,2017-07-16,32,66,72.09
52090,Neon Seoul: Outrun,2017-12-20,11,6,72.09
52091,MAKE IT as an Artist,2017-03-09,5,22,72.08
52092,Pixel Traffic: Circle Rush,2017-08-30,15,27,72.07
52093,Copoka,2017-02-15,16,56,72.05
52094,The Trap 2: Mindlock (beta),2017-06-06,20,60,72.04
52095,EMERGENCY 3,2017-12-19,44,28,72.04
52096,Robocraft,2017-08-24,26725,32351,72.02
52097,Tomato Jones 2,2017-05-12,962,16,72.01
52098,Constructor,2017-05-26,333,164,71.99
52099,Sin Castle,2017-06-19,116,20,71.99
52100,Find this!,2017-09-01,13,32,71.96
52101,FootRock 2,2017-06-16,847,11,71.94
52102,Spring Bonus,2017-04-11,16,11,71.94
52103,Accel World VS. Sword Art Online Deluxe Edition,2017-09-12,426,260,71.93
52104,Bottle: Pilgrim Redux,2017-11-10,18,46,71.92
52105,Leisure Suit Larry - Magna Cum Laude Uncut and Uncensored,2017-12-18,93,120,71.91
52106,Operation Babel: New Tokyo Legacy,2017-05-16,78,18,71.9
52107,The Superfluous,2017-05-19,129,9,71.89
52108,Kith - Tales from the Fractured Plateaus,2017-04-07,10,9,71.89
52109,Graceful Explosion Machine,2017-08-08,13,7,71.87
52110,StepX,2017-09-26,45,19,71.85
52111,SWARMRIDER OMEGA,2017-09-19,5,19,71.85
52112,The Land of Pain,2017-09-13,58,130,71.82
52113,夏花的轨迹——A summer promise to forever,2017-09-16,918,71,71.82
52114,Alien Arena: Warriors Of Mars,2017-11-03,147,33,71.82
52115,The Fishing Club 3D,2017-03-23,256,117,71.81
52116,中国象棋,2017-10-20,604,49,71.81
52117,Just Fishing,2017-12-16,437,232,71.8
52118,Ocean Rift,2017-09-13,14,26,71.8
52119,Nick,2017-12-01,12,16,71.79
52120,Fragmental,2017-12-20,6,4,71.78
52121,Going Nowhere: The Dream,2017-11-22,3,4,71.78
52122,Xploquest,2017-12-06,4,4,71.78
52123,Killing Time,2017-09-21,289,305,71.77
52124,Katy and Bob Way Back Home,2017-10-17,1505,21,71.77
52125,Battle Chess,2017-04-20,10,13,71.76
52126,Just A Dream,2017-11-01,18,13,71.76
52127,Vertical Strike Endless Challenge,2017-04-28,21,42,71.74
52128,Breakneck,2017-12-08,12,29,71.74
52129,TITAN SLAYER,2017-04-28,19,17,71.74
52130,96 Mill,2017-01-26,3,8,71.7
52131,Child Of Ault,2017-01-25,55,8,71.7
52132,Welcome to Moreytown,2017-05-05,48,8,71.7
52133,Battle for Orion 2,2017-03-23,17,14,71.69
52134,Chambered,2017-07-19,8,6,71.69
52135,Microsoft Allegiance,2017-09-29,105,35,71.67
52136,Arena Hero,2017-01-14,21,11,71.66
52137,TOTOBALL,2017-09-11,5,11,71.66
52138,Starpoint Gemini Warlords,2017-05-23,1260,882,71.63
52139,Romance of the Three Kingdoms II,2017-01-24,34,3,71.63
52140,４人打ちアクション麻雀 / ACTION MAHJONG,2017-02-24,8,3,71.63
52141,Crush,2017-06-09,4,3,71.63
52142,Sphere Frustration,2017-07-14,25,3,71.63
52143,Arrowpoint,2017-12-11,3,3,71.63
52144,Redneck Rampage,2017-01-04,10,32,71.57
52145,Audio Factory,2017-11-06,9,12,71.57
52146,Galactic Fighters,2017-03-15,51,1,71.55
52147,Disney's The Jungle Book,2017-12-18,3,1,71.55
52148,IsoBoom,2017-08-14,3,1,71.55
52149,Boxed In,2017-12-22,3,1,71.55
52150,MuX,2017-12-18,3,1,71.55
52151,HELI-COMMANDO 2017,2017-10-07,2,1,71.55
52152,Tough Story: Big Hell,2017-09-25,2,1,71.55
52153,Drone Racer: Canyons,2017-08-29,4,1,71.55
52154,Vibrant,2017-10-24,3,1,71.55
52155,The Scrungeon Depths,2017-11-09,5,1,71.55
52156,LOGistICAL: Switzerland,2017-11-09,9,1,71.55
52157,Bronze Age,2017-09-25,108,67,71.52
52158,Doctor Kvorak's Obliteration Game,2017-07-26,4,2,71.52
52159,An Octonaut Odyssey,2017-03-03,3,2,71.52
52160,Solitaire VR,2017-04-20,3,2,71.52
52161,Kindled Cavern,2017-01-13,3,2,71.52
52162,Oblivion Tesseract VR,2017-04-20,3,2,71.52
52163,Ironclads 2: Boshin War,2017-04-19,3,2,71.52
52164,Flux8,2017-08-07,10,2,71.52
52165,陨星危机,2017-12-08,3,2,71.52
52166,AstronjumpBaby,2017-08-29,2,2,71.52
52167,Titus the Fox,2017-09-29,2,2,71.52
52168,Echoed World,2017-12-04,72,139,71.51
52169,Rocketbirds 2 Evolution,2017-01-26,153,88,71.51
52170,Flinthook,2017-04-18,459,202,71.5
52171,Leisure Suit Larry 6 - Shape Up Or Slip Out,2017-12-18,9,13,71.5
52172,Queen of Seas,2017-02-02,928,26,71.49
52173,Gravity Lab,2017-05-18,8,7,71.49
52174,One Night You're Crazy,2017-09-21,3,7,71.49
52175,Artifact Quest 2,2017-11-03,13,7,71.49
52176,Nirvana Pilot Yume,2017-12-14,6,27,71.48
52177,Forgotten Chambers,2017-04-21,5,5,71.48
52178,Within a Rose,2017-10-20,5,5,71.48
52179,Technotron Defense,2017-12-22,6,5,71.48
52180,Need For Drink,2017-11-03,68,256,71.47
52181,Samurai Riot Definitive Edition,2017-09-13,12,14,71.44
52182,Grobda Remix,2017-11-16,798,191,71.43
52183,Malzbie's Pinball Collection,2017-10-27,15,33,71.43
52184,Tetropunk,2017-12-13,2396,35,71.42
52185,Wolfenstein II: The New Colossus German Edition,2017-10-26,2782,389,71.4
52186,Has-Been Heroes,2017-03-27,154,89,71.4
52187,VRChat,2017-02-01,46814,54314,71.39
52188,MEMETYPER,2017-09-27,5,15,71.39
52189,Time Recoil,2017-08-10,14,23,71.37
52190,Pixel Painter,2017-06-19,14105,254,71.36
52191,Eldritch Hunter,2017-01-28,63,8,71.35
52192,Reverie,2017-10-04,5,8,71.35
52193,TumbleSeed,2017-05-02,51,49,71.34
52194,Adventures of Bertram Fiddle: Episode 2: A Bleaker Predicklement,2017-08-24,29,40,71.31
52195,Nights of Azure 2: Bride of the New Moon,2017-10-24,151,80,71.27
52196,A Hole New World,2017-05-19,35,19,71.26
52197,Schacht,2017-02-27,172,6,71.26
52198,Cliffstone Manor,2017-10-17,4,6,71.26
52199,Hexters,2017-12-16,7,4,71.25
52200,LyraVR,2017-03-22,5,4,71.25
52201,9th Dawn Classic,2017-09-07,5,4,71.25
52202,Gangs of Space,2017-08-10,383,102,71.23
52203,Conclave,2017-01-20,36,14,71.19
52204,Achievement Lurker: Respectable Accomplishment,2017-11-01,13,24,71.18
52205,King Kaiju,2017-01-31,14,35,71.17
52206,Ananias Roguelike,2017-02-10,10,10,71.14
52207,Nimble Fish,2017-09-12,11,16,71.12
52208,The Trail: Frontier Challenge,2017-08-15,119,70,71.1
52209,Caligo,2017-09-22,39,241,71.09
52210,Hex Commander: Fantasy Heroes,2017-12-22,170,62,71.09
52211,NEXT JUMP: Shmup Tactics,2017-04-28,26,17,71.09
52212,Sky Jump,2017-09-23,26,61,71.08
52213,Don't Tax Me  Bro!,2017-06-05,490,11,71.07
52214,The Search,2017-04-14,452,302,71.02
52215,STAR WARS™: Shadows of the Empire,2017-02-08,98,150,71.02
52216,About Elise,2017-09-26,31,30,71.02
52217,Close Me,2017-08-09,31,23,71.02
52218,KROSMAGA,2017-04-12,794,251,71.01
52219,Bitku,2017-02-09,22,12,71.01
52220,Nocturnal Hunt,2017-12-01,8,12,71.01
52221,Delila's Gift,2017-05-22,6,3,71.0
52222,Slingshot Puzzle,2017-07-01,7,3,71.0
52223,LOGistICAL: British Isles,2017-08-08,16,3,71.0
52224,MOBIUS FINAL FANTASY,2017-02-06,9443,1185,70.99
52225,Odyssey - The Invention of Science,2017-04-19,32,67,70.99
52226,Yesterday,2017-08-24,4,5,70.99
52227,Magic Potion Destroyer,2017-09-26,22,5,70.99
52228,Highlands  Deep Waters,2017-09-28,16,5,70.99
52229,Fariwalk: The Prelude,2017-11-24,5,5,70.99
52230,Block'hood,2017-05-11,640,327,70.98
52231,VR SHOOT AROUND - Realistic basketball simulator -,2017-07-13,6,8,70.98
52232,BLOKDODGE,2017-09-20,10,8,70.98
52233,A Trip to Yugoslavia: Director's Cut,2017-02-22,852,70,70.95
52234,Bokida - Heartfelt Reunion,2017-05-17,38,34,70.9
52235,Legends of Iskaria,2017-07-06,8,9,70.88
52236,DOG GONE GOLFING,2017-08-25,726,9,70.88
52237,Darkarta: A Broken Heart's Quest Standard Edition,2017-08-28,13,17,70.87
52238,Leisure Suit Larry 1 - In the Land of the Lounge Lizards,2017-12-18,63,50,70.86
52239,Cuit,2017-04-24,52,29,70.86
52240,Mission Ammunition,2017-10-27,9,20,70.84
52241,Melody,2017-10-05,2,0,70.84
52242,Crystal Control II,2017-07-12,371,0,70.84
52243,Clutter Infinity: Joe's Ultimate Quest,2017-08-10,10,0,70.84
52244,Ze VR,2017-03-28,1,0,70.84
52245,Light It,2017-03-30,3,0,70.84
52246,Toymaker,2017-03-24,2,0,70.84
52247,Love Story: Letters from the Past,2017-03-29,3,0,70.84
52248,Hidden Expedition: The Pearl of Discord Collector's Edition,2017-04-08,4,0,70.84
52249,League of Light: Wicked Harvest Collector's Edition,2017-04-24,4,0,70.84
52250,Journey of Johann,2017-05-19,2,0,70.84
52251,Defenders of the Realm VR,2017-05-23,2,0,70.84
52252,RoboTraps,2017-06-20,1,0,70.84
52253,A Quick Death,2017-07-11,2,0,70.84
52254,Arena,2017-08-01,10,0,70.84
52255,Cognizant Protocol,2017-07-22,2,0,70.84
52256,OtterBash,2017-07-13,4,0,70.84
52257,Whispered Secrets: Into the Beyond Collector's Edition,2017-07-17,3,0,70.84
52258,Monsteria,2017-08-08,2,0,70.84
52259,Surface: Game of Gods Collector's Edition,2017-09-11,3,0,70.84
52260,Tic Tac Toe Lounge,2017-10-04,2,0,70.84
52261,TERRAGEARTH,2017-10-02,2,0,70.84
52262,Duped,2017-09-30,2,0,70.84
52263,Mark After Dark,2017-12-15,3,0,70.84
52264,Konrad the Rocket,2017-10-16,2,0,70.84
52265,Hidden Expedition: The Fountain of Youth Collector's Edition,2017-10-09,5,0,70.84
52266,Dogma,2017-11-03,2,0,70.84
52267,Clutter VI: Leigh's Story,2017-10-19,5,0,70.84
52268,Yanone: Letter Splatter,2017-11-23,2,0,70.84
52269,Chevo Lurker: Exodus,2017-10-12,9,22,70.83
52270,Toy Plane Heroes,2017-06-08,7,10,70.81
52271,Saga of the Void: Admirals,2017-08-02,6,6,70.81
52272,Sommad,2017-08-07,4,6,70.81
52273,Glorious Noon,2017-11-15,10,6,70.81
52274,Yōdanji,2017-12-07,9,6,70.81
52275,UltraGoodness,2017-06-02,1062,51,70.78
52276,Queen's Quest 3: The End of Dawn,2017-04-27,33,34,70.77
52277,Escape Lizards,2017-04-10,5,2,70.75
52278,High Noon Revolver,2017-01-25,7,2,70.75
52279,Children of the Galaxy,2017-03-14,6,2,70.75
52280,VRQB,2017-09-08,2,2,70.75
52281,Wacky Spores: The Chase,2017-02-10,9,2,70.75
52282,Powernaut VANGARDT,2017-03-29,549,2,70.75
52283,Crystal Reign,2017-11-08,3,2,70.75
52284,Zombie Town,2017-07-28,3,2,70.75
52285,Robots: create AI,2017-09-11,10,2,70.75
52286,VR Hurl,2017-09-12,4,2,70.75
52287,Labyrinthian,2017-09-14,2,2,70.75
52288,Broadway: 1849,2017-11-22,18,2,70.75
52289,ATOMINE,2017-05-04,36,78,70.71
52290,Choppa,2017-02-23,2274,29,70.71
52291,Dream Golf VR,2017-11-03,18,29,70.71
52292,Carrier,2017-08-31,28,7,70.68
52293,Reckpunk,2017-01-12,6,4,70.68
52294,Fat Mask,2017-05-15,12,4,70.68
52295,Viking Saga: Epic Adventure,2017-12-07,21,4,70.68
52296,Castles II: Siege & Conquest,2017-08-18,7,4,70.68
52297,Minimalism,2017-02-08,5657,457,70.67
52298,Nancy Drew: Labyrinth of Lies,2017-02-13,30,14,70.67
52299,Hidden & Dangerous: Action Pack,2017-12-20,14,24,70.66
52300,Endless Combat,2017-11-12,134,15,70.65
52301,Grimoire Chronicles,2017-04-20,744,16,70.64
52302,Firewood,2017-08-01,23,33,70.61
52303,Distrust,2017-08-23,472,593,70.6
52304,TheFirstClass VR / 第一课 VR,2017-12-15,14,8,70.59
52305,Artillerists,2017-01-02,79,31,70.58
52306,XOXO Droplets,2017-08-31,46,65,70.57
52307,Didgery,2017-03-10,5,1,70.57
52308,Schlocks,2017-04-18,4,1,70.57
52309,AEGIS 2186,2017-05-14,4,1,70.57
52310,Geoid,2017-06-17,6,1,70.57
52311,Potentia,2017-07-04,4,1,70.57
52312,Fantasy Mosaics 16: Six Colors in Wonderland,2017-07-10,7,1,70.57
52313,Brave Path,2017-07-26,4,1,70.57
52314,Battle Chess II: Chinese Chess,2017-07-31,2,1,70.57
52315,玄龙棋 MysteryChess,2017-10-12,2,1,70.57
52316,RUNRUNRUN,2017-10-06,3,1,70.57
52317,Cyberia 2: Resurrection,2017-10-24,4,1,70.57
52318,LightTrack,2017-10-20,2,1,70.57
52319,Brainy Joy,2017-11-27,2,1,70.57
52320,Unforgiving Happiness,2017-11-15,2,1,70.57
52321,Idle Evolution,2017-04-03,206,43,70.54
52322,Gold Rush: The Game,2017-10-13,6625,3599,70.53
52323,Willy-Nilly Knight,2017-11-10,85,71,70.52
52324,Moonfall,2017-04-12,15,9,70.52
52325,Supermagical,2017-08-11,5,9,70.52
52326,STRAFE: Gold Edition,2017-05-09,1126,632,70.51
52327,Jay Fighter: Remastered,2017-12-01,19,56,70.48
52328,Legends of Talia: Arcadia,2017-10-27,12,51,70.48
52329,Polygon Hero,2017-07-07,6,10,70.48
52330,Brute,2017-05-17,34,5,70.48
52331,Tiny Wheels,2017-01-06,11,5,70.48
52332,Resurgence,2017-09-29,20,5,70.48
52333,Major League Gladiators,2017-12-18,15,5,70.48
52334,Emmerholt: Prologue,2017-02-14,13,22,70.45
52335,Delicious - Emily's Miracle of Life,2017-08-03,69,22,70.45
52336,Dysfunctional Systems: Orientation,2017-07-24,18,11,70.44
52337,The Path of Greatest Resistance,2017-02-18,8,11,70.44
52338,AudioBeats,2017-01-06,7,11,70.44
52339,Trapped With the Dolls VR,2017-04-24,6,11,70.44
52340,Lux Alliance,2017-06-08,21,13,70.41
52341,Temple Escape,2017-09-26,11,13,70.41
52342,Crowman & Wolfboy,2017-06-02,756,17,70.4
52343,Through the Mirror,2017-01-07,1230,14,70.4
52344,Dream Hills: Captured Magic,2017-11-07,20,14,70.4
52345,Paranormal Activity: The Lost Soul,2017-08-15,57,185,70.39
52346,Games&Girls,2017-04-18,1395,67,70.36
52347,My Vet Practice,2017-02-28,9,6,70.34
52348,Tanks vs Aliens,2017-05-25,1762,6,70.34
52349,Mini Hockey Champ!,2017-11-02,11,6,70.34
52350,The Love Boat,2017-12-01,16,6,70.34
52351,Grappledrome,2017-02-13,12,3,70.33
52352,Caliper,2017-02-01,2836,3,70.33
52353,MEGALOMANIAC,2017-04-26,9,3,70.33
52354,MarksmanVR,2017-09-19,3,3,70.33
52355,El Ministerio del Tiempo VR: El tiempo en tus manos,2017-09-29,4,3,70.33
52356,Zero Days VR,2017-12-14,4,3,70.33
52357,Wells,2017-01-30,988,23,70.27
52358,Absolver,2017-08-29,18921,3937,70.26
52359,Terroir,2017-09-20,55,96,70.25
52360,Void Rangers,2017-05-11,10,7,70.25
52361,Evertree Inn,2017-01-20,32,7,70.25
52362,Zork Nemesis: The Forbidden Lands,2017-04-18,8,7,70.25
52363,Geostorm,2017-10-30,6,7,70.25
52364,Solstice Chronicles: MIA,2017-07-26,101,75,70.22
52365,welcome to heaven,2017-06-22,74,135,70.2
52366,Omega Quintet,2017-12-15,152,39,70.2
52367,Chocolate makes you happy,2017-11-22,7,39,70.2
52368,The Crow's Eye,2017-03-20,23,42,70.16
52369,Game Tengoku CruisinMix Special,2017-11-30,27,17,70.16
52370,The Wild Eternal,2017-04-13,20,31,70.13
52371,Tender Loving Care,2017-03-30,12,31,70.13
52372,Throttle Powah VR,2017-05-30,11,10,70.13
52373,Senko no Ronde 2,2017-09-07,81,11,70.12
52374,Leisure Suit Larry 3 - Passionate Patti in Pursuit of the Pulsating Pectorals,2017-12-18,28,11,70.12
52375,Bunny Hop League,2017-04-27,423,189,70.11
52376,Helltown,2017-09-27,4,12,70.11
52377,Adventures Of Pipi,2017-11-10,5,59,70.09
52378,Pacer,2017-05-31,122,204,70.08
52379,Lil Tanks,2017-04-04,11,4,70.08
52380,GoalkeepVr,2017-01-06,8,4,70.08
52381,LIT,2017-02-21,14,4,70.08
52382,A Foretold Affair,2017-03-10,61,4,70.08
52383,Infinite Minigolf,2017-07-25,18,29,70.07
52384,Total Miner,2017-12-23,104,162,70.04
52385,City Climber,2017-02-24,92,91,70.02
52386,Lazaretto,2017-05-19,5,21,70.02
52387,Deep GachiGASM,2017-11-13,5,31,69.97
52388,WARRIORS ALL-STARS,2017-08-30,369,176,69.96
52389,Bannerman,2017-08-31,22,35,69.95
52390,Zombie Solitaire 2 Chapter 1,2017-06-30,163,18,69.94
52391,Gotta Go,2017-08-11,8,5,69.94
52392,The Astonishing Game,2017-02-06,11,5,69.94
52393,PATHOS,2017-12-05,8,5,69.94
52394,Timension,2017-11-03,4,5,69.94
52395,room13,2017-01-13,157,17,69.91
52396,Bitdude,2017-05-16,6,2,69.91
52397,CyberDrifter,2017-05-09,3,2,69.91
52398,Dead Days,2017-03-31,39,2,69.91
52399,The Cursed Revolver,2017-04-26,4,2,69.91
52400,Uphill Skiing,2017-07-01,5,2,69.91
52401,Goalie VR,2017-10-05,4,2,69.91
52402,RetroGunX VR,2017-09-05,2,2,69.91
52403,Drosoph Hotel,2017-10-23,3,2,69.91
52404,The Flesh God,2017-11-02,4,2,69.91
52405,Light of Mine,2017-10-30,3,2,69.91
52406,HoPiKo,2017-01-06,1001,49,69.9
52407,Looterkings,2017-08-11,130,115,69.89
52408,Company of Heroes: Modern Combat,2017-11-30,17,68,69.89
52409,Miner Meltdown,2017-08-02,94,33,69.88
52410,Tarim: Guardians,2017-10-27,1819,16,69.88
52411,One Piece: Unlimited World Red - Deluxe Edition,2017-08-25,81,98,69.86
52412,Last Dream: World Unknown,2017-06-01,57,15,69.86
52413,Redneck Rampage Rides Again,2017-06-05,4,6,69.85
52414,Trapper Knight  Sharpshooter Princess,2017-04-10,5,6,69.85
52415,The Lost Gardens,2017-10-31,6,6,69.85
52416,Fluffy Friends,2017-09-19,8,14,69.83
52417,Druid,2017-01-17,690,59,69.81
52418,Unknown Pharaoh,2017-01-06,6,7,69.8
52419,Mono,2017-03-24,5,7,69.8
52420,Coffee Run,2017-10-30,13,26,69.79
52421,VR: The Puzzle Room,2017-01-05,11,11,69.78
52422,Sangokushi Eiketsuden,2017-08-30,16,11,69.78
52423,In Game Adventure: Legend of Monsters,2017-06-29,11,30,69.77
52424,Doug and Lily,2017-03-01,3246,10,69.77
52425,Incredible Dracula II: The Last Call Collector's Edition,2017-01-26,57,8,69.77
52426,Shining Plume 2,2017-02-24,778,9,69.76
52427,Cyborg Tower Defense,2017-04-14,9,9,69.76
52428,RHEM I SE: The Mysterious Land,2017-07-28,8,9,69.76
52429,Time Lock VR 1 ,2017-08-09,27,160,69.73
52430,Twins of the Pasture,2017-07-20,200,79,69.65
52431,The Low Road,2017-07-26,19,51,69.64
52432,Gauntlet of IRE,2017-12-15,66,44,69.62
52433,The Legend of Bean,2017-12-21,7,21,69.59
52434,Spark,2017-11-10,5,3,69.59
52435,Hell Dimension VR,2017-09-08,9,3,69.59
52436,Inflatality,2017-10-26,7,3,69.59
52437,Sokoban Land DX,2017-07-27,4,3,69.59
52438,BELPAESE: Homecoming,2017-10-16,3,3,69.59
52439,TRATEL64,2017-11-22,14,33,69.58
52440,Thing-in-Itself,2017-01-05,6,25,69.57
52441,Neighboring Islands,2017-05-01,3436,25,69.57
52442,Metamorfose S,2017-07-04,2050,36,69.56
52443,ШП (ShP),2017-10-31,13,48,69.53
52444,DYE,2017-02-23,206,19,69.5
52445,BAFL - Brakes Are For Losers,2017-10-18,6,13,69.5
52446,Space Fist,2017-02-22,14,13,69.5
52447,Army Men,2017-12-20,15,23,69.47
52448,Running Through Russia,2017-05-21,157,394,69.46
52449,Shogo: Mobile Armor Division,2017-04-14,11,40,69.45
52450,Beastmancer,2017-10-05,21,18,69.45
52451,Mind Maze,2017-06-24,7,18,69.45
52452,Metagalactic Blitz,2017-11-16,8,4,69.44
52453,Adventuring gentleman,2017-04-10,181,4,69.44
52454,Northern Tale 3,2017-12-01,10,4,69.44
